x_20,x_21,x_48,x_49,x_53,x_54,x_55,x_59,x_60,x_64,y_6,y_7,y_8,y_9,y_10,y_19,y_20,y_21,y_22,y_23,y_24,y_48,y_49,y_53,y_54,y_55,y_56,y_57,y_58,y_59,y_60,y_61,y_62,y_63,y_64,y_65,y_66,y_67,h_nez_ment,h_bouche_int,oeil_d_sourcil,oeil_g_sourcil,inter_sourcil,relat_oeil_d_1,relat_oeil_d_2,relat_oeil_g_1,relat_oeil_g_2,relat_bouche_int,labels
172.78262635962602,199.53439134188164,160.41015761224685,186.3030648653792,290.9421192293067,318.15425908512015,293.66028100578177,185.63581804127267,169.87370151399745,308.8874131035636,366.0953795484305,391.7975237324092,401.259371962434,392.8624055762184,368.69738781168724,113.04689656221865,117.06987773170505,128.144309772976,127.06162337604567,115.2470306264583,111.48603073860971,290.3370060185141,283.9019318190618,283.7459300202872,288.60233384300955,325.15592923631505,344.6536105755516,347.9355832008587,345.6947530151996,327.76132884302353,292.37689910466463,295.83606942531884,297.7733743720578,295.16034424258316,291.45869286513806,323.2033632440439,326.4014001189232,323.82821827500516,135.8249595022749,28.63700985058343,39.75146490135155,40.13331130359085,67.39808245432734,4.473833187517971,4.604341565068796,4.492615676060035,4.549153500906418,0.20599683913185857,5
175.99824563154453,204.91437883189138,168.16105117039564,193.51560571475358,269.1390781803435,289.82279340523996,269.08357123344615,191.41319227356541,178.90673938701224,280.1139960352549,377.1735256553514,399.7506249960944,407.28024773566926,402.6807243036774,385.2768372827966,119.342000767792,123.39699402452425,132.092789613631,132.6545339686247,123.58968744460799,120.88389943825311,318.1722759268018,305.4186766026387,307.7650746933223,319.97994045376873,332.69296349713,337.6365948689071,338.35765821388804,336.7941539913117,331.07131750422764,317.82658709295947,315.0830332841268,316.57487030944316,315.55203185443116,319.7772347046558,316.89825097158933,317.6730647145153,316.1722692895415,138.13696796961437,1.14631670010512,37.79553892710052,37.5075104547313,59.549307778696715,2.8310958942321545,2.943024910681866,3.0386532875132133,3.018245546022401,0.011324324767215524,0
180.9941398202347,208.4582654516036,174.64911243003178,192.96601060094127,271.8989208179239,285.7720554906922,270.48178988994516,188.1342994958195,186.024633996702,275.9002316733929,402.713466515662,435.6152710018992,448.44319146081904,441.4473098208883,415.22076911757307,94.06106793048474,98.0046675716923,110.06951753093125,109.08522070991441,96.69334053652642,93.56090407355106,336.6341261861599,309.49061841179974,312.911610946083,338.1955351497924,379.66104259673324,395.855450554245,396.75959291100963,394.6563397690323,376.8171622050658,334.83546000834093,316.4512320874596,317.42591037276617,318.39417630093243,337.5639179714853,371.0941334574597,372.1810279927194,369.6417345652101,181.23782613165196,54.84048246266169,54.13112210501562,55.7569894036145,56.60081712350786,2.720748706489588,2.832016232012806,3.0437908672547134,3.0827465954904807,0.609901133854386,7
176.46102037862119,205.9410092284972,169.68521605856745,194.87480962598215,269.4672481405129,289.87103864634605,269.4658531168476,192.9639759605127,180.5198417326518,280.08826081585653,378.1281997257207,400.1831751173297,407.33528707108326,402.77757037876927,385.6191280521707,117.45111321273015,121.25168081073232,130.07415922565875,130.6164746755228,121.32561706499035,118.64037088735165,319.92938181331806,306.38405077970424,308.5116362471613,321.4750680344096,333.95861168081376,338.70622596955906,339.3620614701824,337.96320148985797,332.57875889792814,319.3757317961739,315.940660398466,317.28459132197145,316.45803980031377,321.10242233783094,317.54720452695386,318.2579690843962,316.79040418855834,138.50179600911733,1.0215632903899632,40.00089257404081,39.67034240914385,57.44126450880839,2.825858205920635,2.9335046096388657,3.032016092374641,3.0122159158702226,0.010258370313305934,0
179.95885315528636,211.7308326669526,165.08522614644227,191.5755943659879,268.7153712145869,289.91262606215975,267.72187906735525,188.25221216869994,177.05637519258892,279.6887148335575,370.98770893370755,398.6656668979902,409.99198059242445,407.5905619832875,389.4535792563841,105.9858996195124,107.48907768019353,116.32159668667796,116.75220580114376,108.15655775161514,108.36862734888956,323.9258708985465,307.9189295842679,311.8055542543169,327.44586677330756,350.3173931193626,358.2067415779686,358.38286717570503,356.75783895658986,347.27257691849456,324.0268735372485,321.61539060824083,322.8816977119663,323.00103179043265,327.5961126913767,328.63705091799847,328.1503691642533,326.37329782709224,141.27417957261744,5.282171777425127,47.82895825383983,48.37333581099423,46.49771399191707,3.008291455139253,3.1632159936688087,3.213656688231846,3.2151759596093283,0.051435838512706146,6
175.99561223832922,204.95351718252152,168.78981861988353,194.53846486552675,270.1929658788746,291.9802548731353,270.2826689335857,192.71907584997308,179.54644609815114,281.9064259407281,376.9424813567856,398.5109652528881,405.5035822001379,401.3828701103862,385.00062988333,114.29439959926717,118.17731064986299,127.58628164735211,128.0492197649988,118.42038833929595,115.69130481596542,317.80670992432897,304.7016212960543,306.9234428394102,319.3759857167467,331.48695343281054,335.8679802695673,336.42202854866565,335.1675928894498,329.89410860248825,317.2304997140666,314.414527349506,315.74670565613826,314.7736913450359,318.99747400353414,315.5032761900201,316.10375899155724,314.77158068492497,136.98438183397167,0.4485958300800868,42.4227400138241,41.960084078086005,59.43552920428963,2.8234982216035562,2.929510384111948,2.980661275121799,2.979718848009423,0.004381878615221695,0
180.5887122757257,211.9084453419906,157.01234754579434,185.96434563669777,281.2115032131405,305.87811574710787,281.0008367401809,183.03897455515323,167.63210301545286,295.84581269994004,385.4148617566178,405.99575156606693,413.05494192998333,410.03816964070995,394.5624366085847,106.08016999390219,105.48402114582188,113.69539916134215,114.52351185117334,106.05354828291323,107.66061223628247,318.68718820654385,303.0992890321183,305.64964894486445,320.60892078380306,339.31386735889396,346.615137814737,347.675924258612,345.9543869479901,338.23267093659405,319.0561651208514,313.1551966630297,315.06077873562225,313.6995219137181,320.90016230202275,326.0441867773905,327.03114234278934,325.10373046718576,145.35976947166168,11.99864417330648,51.841021876448124,50.940749943235886,46.40512727776551,3.1203712032159348,3.276986581817871,3.3230714615509647,3.322817187019986,0.09357348326345775,4
175.71219919625065,205.19832885438547,168.83777073535907,194.56302123807131,270.98417008764994,292.1707256440281,271.2558692504261,192.7770169033442,179.57841673258122,282.45497461163353,376.11579624668565,398.3596044675357,405.6068499025925,401.35022968576817,384.8581784337952,118.89670406158768,122.58952653351892,131.3252261522237,131.79283008349972,122.60271581326532,120.03784054524704,316.49550365220904,304.0486924269913,305.92790100525974,317.74971622756084,331.00177694556254,336.3687586599713,337.2315134124496,335.9227851474793,330.1133470618445,316.1828297936874,313.79943901497967,315.1690138238468,314.0025539230744,317.629078282147,315.3603463087014,316.2784960361148,314.77685257272026,136.8477939301008,1.1265536066108266,39.16135037435741,38.506941368538456,58.18805712521576,2.9138386123475906,3.032851124114581,3.1133783499618235,3.0718828635602047,0.010949455599091055,0
183.01316642296064,211.275352851099,179.89401690238572,203.81158931246335,265.6179738852626,285.55739102489014,266.2342479389115,202.95447252520466,189.56219981453302,276.9526940658594,364.87006728684867,385.99150278378113,393.1582269509645,387.63915042606516,370.09115995898753,137.22645996009757,141.81758359961765,150.135158240933,149.36682269665206,141.04735909272017,137.14429008627764,311.10121864746156,303.08587802479394,304.1668368821135,311.5276519581472,322.22012484911767,326.4816245120502,327.31087910071477,326.54065459381735,322.48788530001343,310.9392401030926,310.885876909175,311.7477161029751,310.6469231381817,311.6187944043957,309.3586506336959,310.21907310553354,309.48521112900465,126.17988594627872,1.5301339060292347,30.146806698596365,30.015088223317857,49.28760702920184,3.4696266535359954,3.6639013679609223,3.778858352037454,3.6570607030450812,0.017508627909364607,1
175.29546828639604,204.5145340467622,168.91458859713254,194.954033170409,269.57989140963974,290.90115980932484,269.8010531466044,193.25710013169441,179.70096752152017,281.1361685699242,377.1195466989319,399.75005001623725,406.9471176072736,402.0920233415117,384.79174844660685,117.51645916210634,121.59934957642997,130.6056159475591,131.0222229404459,121.76925570635143,118.81913194318489,317.11554751528035,305.38688125449113,307.15919018591615,318.2889284709803,331.08491737254957,335.74474373743107,336.52953979682826,335.258613568209,329.9409773537673,316.8044667721883,314.78705317317304,316.1267931579608,314.9200694544268,318.28981524618865,315.6521910664475,316.368173369676,315.0284333848882,138.3041229329966,0.279364874185066,38.90982093420341,38.26483025534061,59.315551124017674,2.8522441448475817,2.96169228031938,3.0191755437477132,3.0186794379983746,0.0027538263289103057,0
179.51726521627597,204.52402720849665,178.61686091540713,198.63827062417027,271.76067677706976,288.3822790509489,271.6853055301623,196.53988303032355,188.2523732000099,279.5920531304169,375.14636224729077,396.70152619734745,404.49688059199974,398.3630209588318,379.7084203494595,150.91024803826423,155.0083606724242,161.00536579585219,161.2686588272759,155.2185610980608,151.5292759951115,312.90605961623476,296.6228322876854,298.36302562559524,313.8822691635135,331.46170833907195,340.50423263696814,342.2047873536636,340.6034738565048,331.76680998922166,312.25867702523414,304.4395973244535,305.5280680763393,304.88111948484095,313.4421936681338,320.021770790212,321.5364290534023,320.09858870212736,137.77877010895477,16.023158527266723,27.865095150002528,27.425035955088312,63.9327195176101,4.326740674932637,4.57007617911471,4.80540857597738,4.397743873658552,0.17540912809725223,3
174.0091499608834,204.09558817610895,167.2600112705536,194.08297707378836,271.9758143455171,293.71609545603434,272.2535566784524,192.4234666344995,177.91837329694903,283.9187346617386,377.82232596172554,399.63898621380014,406.75613349526935,401.9442475771637,384.0715284527717,116.20987901156306,120.07049743936489,129.13878460970525,129.43735761761073,120.181594372539,117.11254159360297,316.0246568836024,304.85247154127654,306.4217157223614,316.7815047408513,330.7588876458246,336.5775895208208,337.59134903603507,336.1679195797412,330.2103465382772,315.9899390919855,314.53179184407475,315.90661639210487,314.7192679188061,317.1147955403738,315.7121967590501,316.64957713270707,315.1497685348559,138.58024779340226,0.7614206139432644,40.053634972442126,39.39331297088937,59.534817756011435,3.0228609329017186,3.167570860239627,3.232800882835229,3.2325734263660624,0.0071827844331942,0
177.22474412492892,207.25948006790486,148.36176786031973,179.61074833549765,287.9968054854682,314.98942032194776,287.29340705865917,175.95619435617084,158.58023175723383,305.42604546159424,375.6770918987209,401.8837369392435,411.06132191718734,403.8688759966868,380.9558349877839,124.06671221407876,127.0915310212308,136.83426734112385,135.8833261167652,125.58760145743247,123.4703824713311,291.9469826242766,286.0121226392862,289.2867112726164,295.6933587070544,325.88398665402354,341.5766582296228,344.2975732839353,341.3779387520051,325.3005051533632,294.2617219187342,299.24015876274206,302.2146124609117,299.92779667925726,297.8338758388076,320.05499618383294,322.5588616018164,319.6901061085521,143.94038035448762,20.386151629228713,37.67373992386338,37.64551546668806,56.71720077897927,4.91430233494353,5.0542382299558515,5.315397471244422,5.143150644391015,0.13878586016941288,5
183.77676486540292,209.28669882634995,178.24265373732203,199.64806567456606,270.77800147005445,291.79659476299656,270.74182765668456,197.919600485501,187.5156902153143,282.26857309387265,368.0952567879229,387.69406809922293,394.0320417466345,390.7868487560962,374.2698855714066,119.82810550274894,122.68069203884616,129.52075821583185,129.34905318170283,122.15480517870003,120.10720656946069,309.6250302643673,298.04394372087256,299.841701859104,310.86940944429136,322.58667029856076,327.3665976110055,328.0892700158838,326.6297772257868,321.3019372201663,309.9576685748665,307.06649663784117,308.49126256710315,307.49045373053633,310.8816281545852,308.2931908423401,309.1751887985498,307.51280110857374,128.27022450491265,0.9290430379070121,36.04552738880895,36.28341034091059,55.14861235086746,3.030344736132566,3.115997779801632,3.0607761186829996,3.0362956716500835,0.009804439114494926,0
180.5479814642215,204.93353058995888,177.77094277779082,197.26419956037978,272.6367636786484,291.5687324051631,272.5012173472614,196.28929586073502,188.21631582959913,281.0863166672036,389.5460300336188,416.5184210940244,423.4179951387417,416.9380167228032,395.23947428397236,90.04046420688195,92.22531824699576,100.93848891681466,100.26258447758232,91.49991281909519,91.12483485797779,319.4358528986091,299.8211691941527,300.7691629603604,319.3812024782337,332.84297973550287,337.0920914473641,338.09739340515074,336.3969181669052,331.7323635937709,318.7425068358527,309.19546045088356,310.5157082963047,309.33582399257716,318.37789384884985,317.1853851319048,318.60679439376554,316.6707741825949,157.35285962714832,8.101000054189551,61.32496422195032,61.91571313454277,62.14020734702545,2.9945473864320133,3.1219613567079705,2.85310658479939,2.9430709010837783,0.08722878806639649,7
185.34101362972996,210.89824092662167,177.6624495784626,199.94585432197437,272.78018024823285,295.35682781201353,272.7127681056424,198.17227295143715,186.91813675614628,285.71881748278054,361.35626724904404,379.96875981829703,385.9963683965013,383.02750553579284,367.9238149883783,117.34565824971128,119.74167840350137,126.620766544665,126.2084289391527,118.79389577969835,117.01116561838089,307.3739075033364,296.41269311811175,298.35657040124084,308.6948644879085,319.7618517349598,324.4107214920859,325.08885554552654,323.6853989388317,318.94504127390434,307.94947879697855,305.79389528509483,307.2944574781404,306.22533299767446,308.81893493129536,305.83867620838714,306.5514793637316,305.0552508084241,121.00902828815117,1.0957687504854392,41.24209575581622,42.02232609682126,53.89277028408337,3.212222622386264,3.3467582159546563,3.2049562548144035,3.200534237179662,0.011090270995452657,0
189.00255136431866,215.052208015642,181.154635265394,202.05894917432863,273.4823304117178,294.51759325317914,273.3657166021861,200.81904156966732,190.3254093997934,284.75988441997674,366.7790852741253,384.04711000628225,388.84583269602973,385.5696933508994,370.88988312891456,120.46237143482881,122.2742343401076,128.82812371834507,128.711187771218,122.44271230249726,121.1406321419253,308.1167016717723,295.02100307512455,296.42584512862635,308.6999317882284,317.02622221630924,320.83211683706065,321.8552258400236,320.89590008094814,317.8583036252052,308.0894810449618,303.182359054365,304.48782165968856,303.32925379786343,308.35637204274354,302.1252645350882,303.40286223841036,302.2191676441448,124.58276465682518,1.2258114367118282,41.01952316837903,40.921433446813175,46.68722600550099,3.6047910841262127,3.773136614077599,3.584447328429327,3.549219063195346,0.012980498286686582,6
184.46997944895048,210.26611909390567,177.38361404661777,200.05869636647276,272.02319030916914,294.75248613959366,271.97267683047824,198.28396803234028,186.39882215437552,285.32078313906317,364.05564973105123,382.71426701117775,389.41711606574296,386.6541574781138,371.94218724487564,118.70991414906683,121.1397089966681,127.93827626722396,127.48799847468982,120.44201168111942,118.43820311241436,307.10363295851835,297.45555852856353,299.5216241554003,308.4543054651695,320.5989361874922,325.5066262971169,326.34894659783447,324.99730886547593,319.88965616345394,307.95817945153067,306.6102417510506,308.0508411194477,306.93584455637006,309.01140156933025,306.66815529349867,307.4314879571551,305.9859015892696,124.11751138713731,0.841373530366328,42.37650266146151,43.15319452328567,54.56526278788919,3.7153410810762466,3.8535027964262287,3.68926222132624,3.7486679099086735,0.008504945085794916,0
184.357040393052,212.05306313067769,176.32927371333665,197.7762306852598,275.35363182402807,297.3161860550199,275.5737346775068,196.95232077013048,185.58405055324982,287.57043648983716,368.35401518821703,385.9936144479335,391.28063678356483,387.4152596218588,372.7732756992135,126.81752897157114,129.78765253460642,136.64288661862514,136.07787163076767,128.84230656238537,125.9517910812213,309.0861355574546,297.8234472457677,300.05095558744887,310.8680410340853,319.92717089312856,324.5985798837809,325.6749756009469,324.14218270254463,319.86054972291856,309.3809553182829,305.0353997474933,306.91411674741664,305.6887931991229,310.6794778232124,305.3157146459467,306.5410381942404,304.9097471606414,126.3925638777767,0.43928288673098514,33.397057466817365,34.15298133228209,47.31739129120841,4.235443320480455,4.452805206508288,4.3568148106291655,4.3173766594962455,0.004306920777335106,1
184.95071678770097,210.36272090160753,178.51461097104396,200.57266655363247,272.6423800650172,294.8072107799546,272.76952362797795,199.10677606302664,187.85496856191378,285.09178763476876,366.93049560385964,385.32064239265037,390.9649254692669,388.0087978483392,372.93806873584447,118.71650370044807,121.04455166805167,127.82469300801424,127.66381423185243,120.3528206690651,118.7537397376606,308.9870843637033,297.3812162523432,298.9452889436334,309.61293621992917,320.7458748330174,325.2425241473402,326.05137362234564,324.91137802153133,320.416160862486,309.38936086828994,306.49258812719245,307.84358793887765,306.5261642120294,309.66831289065556,306.61893604833244,307.5816626514767,306.2357549474446,125.62155739455561,0.6372910596686837,41.30287648724616,41.699387794284114,54.021136618442604,3.2597908422538557,3.3783834860821624,3.2542577027850883,3.250420485350698,0.006553982774452092,0
182.07797799039236,208.6854201448819,175.9170786325579,199.3493620425121,274.00183409923034,297.3785526458183,274.22143970847475,198.07435575983732,185.19823533261672,287.81028317415684,368.5777561475176,386.4732911872405,392.6426496735276,389.77235128381943,375.3856958993568,119.37730548272543,121.28459015092858,128.00113814242508,127.40186694438893,120.26949473659661,118.40865234225183,307.73074759097796,297.7760120547096,299.49338099588493,308.7586146306209,321.2615382143371,326.28626051528033,327.26718768527365,326.0036261057996,320.8226587263759,308.5330378718804,306.5877700582717,307.943055128616,306.8123516254294,309.27628011887737,307.16216146674094,307.926468602238,306.6919334439254,127.60171526954186,0.4832843603383759,41.27079369186916,42.066738921313686,56.48046747674062,3.6513919351349893,3.788239816369068,3.678303515668856,3.7071059372388175,0.004709697286134753,0
177.1484466746303,203.98324513926025,155.24208990712634,184.36925062345108,288.7037904896398,315.04984196207863,289.73065632030466,182.83015188760623,165.1056590722294,305.6148478515099,370.42783872428106,395.36010680682097,403.8445214464319,397.6761264015261,376.6281197532442,114.41458700753071,116.82935029480052,125.58513865894258,124.01569680923694,114.37378666233917,112.31885499085655,290.30161795851234,283.90196381417985,284.5175690225134,289.9361291520054,319.2192911881807,334.9798816736581,338.1811659010098,335.8519461946252,321.45696726291663,292.7631816417374,295.4460614831241,297.85636758982673,295.0905156178822,292.4074643464737,315.6350322920968,318.6232290023339,316.0716645576567,138.3236210960404,20.7675451238533,44.25007653476853,45.45017601549315,59.449508422989055,5.055606796440671,5.255639742942666,5.144901343353591,5.272149480482632,0.14780156908904094,5
181.04809034712162,208.32805099745053,170.72124921945067,196.01666620934554,281.58282780009426,306.9323504905934,282.5106403697149,194.93989597016014,181.4942953842035,295.84001389511445,402.9165162329411,425.31460635406046,430.32205554640103,424.07852488531813,402.832351809779,92.83106831140759,97.52156497366542,107.74386854399626,107.40053113522373,95.97988649225107,92.40056060721707,323.67504385418175,311.4077451924948,311.91874347597917,322.68911775428245,341.8953055255583,349.57029935200995,351.54448945245184,350.19752469605163,342.9583823466897,324.4535647684315,321.72490073178614,323.1687213719841,321.120386422566,323.9502481584896,326.7510531292739,328.45738661314425,326.830207765343,164.01093419345455,5.317611061106911,51.403414749585785,52.097785698844156,57.09456996320168,3.0945657802372866,3.169717943194647,3.0807016437854355,3.165216428827926,0.0465042295997505,0
177.7656913047855,205.88481423270196,174.65265190410264,193.5069296507712,284.6438540735852,307.04074066335704,287.16913678081505,192.94595409462625,186.59025458868962,295.59269716876054,439.0522234269174,469.2167110815043,477.1232169784897,468.86391423270004,441.6110718262398,70.31988376082779,73.10226538621447,84.32856106390079,84.53638268941097,72.444163572099,70.8076575416643,340.6258305106945,315.0480589723926,315.9993249695731,339.23214012518577,380.3779653215481,396.31702700178244,398.64520053842523,396.5816246383856,380.25655749908515,340.2976723082137,323.16095816756524,324.5043000149351,323.4409103228917,340.13127217507326,367.8601046619543,370.10650645935004,367.4173231917953,211.11727388220368,45.616006038422626,66.83876959484172,67.41718121507203,62.924589243377355,2.8281097156727766,2.9195855872425636,2.831781060222021,2.9220886391609255,0.418485602767088,7
